Word,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF
detonation,10,523,6.26,1.82,1.97
detonator,9,292,5.68,2.37,2.09
detour,6,373,5.92,2.1,2.03
detoured,8,56,4.03,0.06,0.6
detours,7,84,4.43,0.24,1.11
detract,7,717,6.58,0.14,0.9
detraction,10,72,4.28,NULL,NULL
detractor,9,43,3.76,NULL,NULL
detractors,10,588,6.38,0.12,0.85
detrain,7,8,2.08,0.02,0.3
detribalization,15,0,0,NULL,NULL
detriment,9,734,6.6,0.51,1.43
detrimental,11,1308,7.18,0.37,1.3
Detroit,7,8041,8.99,10.55,2.73
Detroit's,9,69,4.23,NULL,NULL
deuce,5,349,5.86,2.86,2.17
Deuteronomy,11,627,6.44,0.2,1.04
Deutschmark,11,37,3.61,NULL,NULL
devaluate,9,18,2.89,0.02,0.3
devalue,7,271,5.6,0.1,0.78
devastate,9,227,5.42,0.37,1.3
devastating,11,2123,7.66,2.73,2.15
devastatingly,13,85,4.44,0.18,1
devastation,11,524,6.26,0.96,1.7
develop,7,35652,10.48,9.61,2.69
developed,9,39015,10.57,12.65,2.81
developer,9,19163,9.86,0.9,1.67
developers,10,19543,9.88,0.49,1.42
developing,10,27023,10.2,5.61,2.46
development,11,130333,11.78,12.25,2.8
developmental,13,1626,7.39,0.37,1.3
developments,12,6696,8.81,1.69,1.94
develops,8,3953,8.28,1.24,1.81
deviance,8,109,4.69,0.06,0.6
deviancy,8,70,4.25,0.04,0.48
deviant,7,618,6.43,1.06,1.74
deviants,8,205,5.32,0.24,1.11
deviate,7,595,6.39,0.75,1.59
deviated,8,208,5.34,0.43,1.36
deviating,9,146,4.98,0.06,0.6
deviation,9,1762,7.47,0.73,1.58
deviations,10,740,6.61,0.12,0.85
device,6,49124,10.8,18.16,2.97
devices,7,25181,10.13,3.69,2.28
devil,5,8234,9.02,41.33,3.32
devilish,8,250,5.52,0.51,1.43
devilment,9,4,1.39,NULL,NULL
devilry,7,6,1.79,0.04,0.48
devils,6,4444,8.4,5.24,2.43
devil's,7,1934,7.57,NULL,NULL
devious,7,901,6.8,1.75,1.95
devise,6,1122,7.02,0.63,1.52
devised,7,1471,7.29,1.47,1.88
devisee,7,3,1.1,NULL,NULL
devising,8,365,5.9,0.27,1.18
devitalize,10,8,2.08,NULL,NULL
devoid,6,1266,7.14,0.71,1.57
devolution,10,568,6.34,0.02,0.3
devote,6,1752,7.47,1.96,2
devoted,7,9552,9.16,8.02,2.61
devotedly,9,24,3.18,0.06,0.6
devotee,7,682,6.53,0.14,0.9
devotees,8,926,6.83,0.14,0.9
devoting,8,316,5.76,0.39,1.32
devotion,8,2010,7.61,4.14,2.33
devotional,10,838,6.73,0.04,0.48
devotions,9,87,4.47,0.02,0.3
devour,6,370,5.91,1.06,1.74
devoured,8,370,5.91,0.9,1.67
devout,6,809,6.7,0.75,1.59
devoutly,8,107,4.67,0.14,0.9
dew,3,1331,7.19,2.14,2.04
dewdrop,7,23,3.14,0.16,0.95
dewdrops,8,14,2.64,0.18,1
Dewey,5,921,6.83,NULL,NULL
dewy,4,73,4.29,0.24,1.11
Dexedrine,9,96,4.56,NULL,NULL
Dexter,6,861,6.76,6.59,2.53
dexterity,9,503,6.22,0.41,1.34
dexterous,9,46,3.83,0.1,0.78
Dexter's,8,41,3.71,NULL,NULL
dextrous,8,61,4.11,NULL,NULL
Dharma,6,1485,7.3,0.57,1.48
diabetes,8,5305,8.58,3.25,2.22
diabetic,8,1343,7.2,2.22,2.06
diabolic,8,2632,7.88,0.08,0.7
diabolical,10,431,6.07,1.08,1.75
diachronic,10,23,3.14,NULL,NULL
diacritical,11,162,5.09,NULL,NULL
diagnosable,11,33,3.5,0.02,0.3
diagnose,8,1451,7.28,1.04,1.73
diagnosed,9,3001,8.01,2.75,2.15
diagnoses,9,514,6.24,0.33,1.26
diagnosing,10,549,6.31,0.2,1.04
diagnosis,9,4182,8.34,4.29,2.34
diagnostic,10,3749,8.23,1.41,1.86
diagnosticians,14,1,0,0.04,0.48
diagonal,8,1275,7.15,0.53,1.45
diagonalizable,14,1,0,NULL,NULL
diagonally,10,497,6.21,0.14,0.9
diagonals,9,140,4.94,0.02,0.3
diagram,7,3241,8.08,1.27,1.82
diagrammed,10,39,3.66,0.04,0.48
diagrams,8,2630,7.87,0.39,1.32
diagrammatic,12,37,3.61,NULL,NULL
dial,4,12970,9.47,8.86,2.66
dialect,7,2269,7.73,1.33,1.84
dialectal,9,21,3.04,NULL,NULL
dialectic,9,295,5.69,0.14,0.9
dialectical,11,188,5.24,0.08,0.7
dialectically,13,7,1.95,NULL,NULL
dialectician,12,2,0.69,0.02,0.3
dialectics,10,63,4.14,0.18,1
dialects,8,1757,7.47,0.33,1.26
dialed,6,1011,6.92,1.65,1.93
dialing,7,3388,8.13,1.24,1.81
dialogue,8,7883,8.97,4.08,2.32
dialogues,9,565,6.34,0.14,0.9
dials,5,1031,6.94,0.82,1.63
dialysis,8,266,5.58,1.51,1.89
dialyzed,8,2,0.69,0.06,0.6
diam,4,1053,6.96,NULL,NULL
diameter,8,5984,8.7,1.04,1.73
diameters,9,296,5.69,NULL,NULL
diametric,9,35,3.56,0.02,0.3
diametrical,11,4,1.39,NULL,NULL
diametrically,13,308,5.73,0.02,0.3
diamond,7,18291,9.81,20.65,3.02
diamonds,8,2489,7.82,17.04,2.94
Diana,5,4461,8.4,11.31,2.76
Diane,5,5584,8.63,14.25,2.86
Diane's,7,276,5.62,NULL,NULL
diaper,6,1099,7,4.27,2.34
diapers,7,1207,7.1,5.29,2.43
diaphragm,9,404,6,2.06,2.03
diaphragms,10,62,4.13,0.04,0.48
diaries,7,897,6.8,0.86,1.65
diarrhea,8,1214,7.1,2.39,2.09
diarrhoea,9,124,4.82,0.37,1.3
diary,5,2683,7.89,8.98,2.66
diatomic,8,34,3.53,NULL,NULL
diatoms,7,54,3.99,0.08,0.7
diatonic,8,244,5.5,0.02,0.3
diatribe,8,861,6.76,0.27,1.18
dibs,4,333,5.81,2.31,2.08
dice,4,14894,9.61,10.45,2.73
dicey,5,122,4.8,0.61,1.51
dichotomy,9,797,6.68,0.12,0.85
Dickens,7,890,6.79,2.1,2.03
Dickinson,9,1199,7.09,NULL,NULL
Dictaphone,10,72,4.28,0.12,0.85
dictate,7,2319,7.75,1.75,1.95
dictated,8,1219,7.11,0.88,1.66
dictates,8,1576,7.36,0.82,1.63
dictating,9,483,6.18,0.73,1.58
dictation,9,435,6.08,0.94,1.69
dictator,8,1437,7.27,2.12,2.04
dictatorial,11,347,5.85,0.14,0.9
dictators,9,617,6.42,0.35,1.28
dictatorship,12,1926,7.56,0.92,1.68
diction,7,232,5.45,0.49,1.42
dictionaries,12,1947,7.57,0.18,1
dictionary,10,13452,9.51,3.73,2.28
dictionary's,12,30,3.4,NULL,NULL
dictum,6,250,5.52,0.02,0.3
did,3,382593,12.85,2341.37,5.08
didactic,8,145,4.98,0.04,0.48
didn't,6,210919,12.26,NULL,NULL
die,3,67931,11.13,261.14,4.12
died,4,28767,10.27,157.22,3.9
diehard,7,526,6.27,0.1,0.78
diehards,8,108,4.68,NULL,NULL
dies,4,8972,9.1,24.9,3.1
diesel,6,3272,8.09,2.65,2.13
diet,4,12432,9.43,15.37,2.89
dietary,7,1761,7.47,0.35,1.28
dietetic,8,70,4.25,0.04,0.48
dietician,9,63,4.14,0.06,0.6
diets,5,1605,7.38,0.59,1.49
differ,6,7482,8.92,2.43,2.1
differed,8,555,6.32,0.22,1.08
difference,10,74565,11.22,79.73,3.61
differences,11,23533,10.07,5.98,2.49
different,9,223502,12.32,209.53,4.03
differentiable,14,71,4.26,NULL,NULL
differential,12,3987,8.29,0.86,1.65
differently,11,9725,9.18,9.76,2.7
differing,9,2315,7.75,0.2,1.04
differs,7,2528,7.84,0.37,1.3
differentiate,13,1961,7.58,0.33,1.26
differentiated,14,411,6.02,0.1,0.78
differentiating,15,311,5.74,0.1,0.78
differentiation,15,772,6.65,0.08,0.7
difficult,9,52555,10.87,60.16,3.49
difficulties,12,5784,8.66,3.43,2.25
difficulty,10,11902,9.38,5.59,2.46
diffident,9,48,3.87,0.1,0.78
diffract,8,5,1.61,NULL,NULL
diffraction,11,596,6.39,0.06,0.6
diffuse,7,734,6.6,0.98,1.71
diffused,8,354,5.87,0.24,1.11
diffusely,9,2,0.69,NULL,NULL
diffusers,9,40,3.69,NULL,NULL
diffuses,8,93,4.53,0.06,0.6
diffusing,9,83,4.42,0.02,0.3
diffusion,9,1060,6.97,0.22,1.08
dig,3,8929,9.1,46.22,3.37
digest,6,14159,9.56,3.29,2.23
digested,8,14971,9.61,0.47,1.4
digestible,10,167,5.12,0.08,0.7
digesting,9,238,5.47,0.2,1.04
digestion,9,593,6.39,1.02,1.72
digestive,9,1081,6.99,0.88,1.66
digger,6,352,5.86,4.8,2.39
digging,7,4482,8.41,13.25,2.83
digit,5,3336,8.11,0.59,1.49
digital,7,46328,10.74,5.39,2.44
digitalization,14,8,2.08,0.02,0.3
dignified,9,610,6.41,2.69,2.14
defining,8,5563,8.62,0.98,1.71
definite,8,6226,8.74,6.16,2.5
definitely,10,34229,10.44,75.45,3.59
definition,10,109857,11.61,5.8,2.47
definitions,11,8756,9.08,0.61,1.51
definitive,10,4030,8.3,1.94,2
deflate,7,245,5.5,0.25,1.15
deflated,8,169,5.13,0.16,0.95
deflation,9,149,5,0.06,0.6
deflect,7,522,6.26,0.53,1.45
deflection,10,1717,7.45,0.29,1.2
deflower,8,24,3.18,0.12,0.85
defocusing,10,6,1.79,NULL,NULL
deforest,8,159,5.07,0.14,0.9
deform,6,148,5,0.12,0.85
deformation,11,486,6.19,0.06,0.6
deformational,13,1,0,NULL,NULL
deformities,11,151,5.02,0.24,1.11
deformity,9,166,5.11,0.41,1.34
defraud,7,276,5.62,0.37,1.3
defray,6,284,5.65,0.08,0.7
defrost,7,310,5.74,0.41,1.34
defroster,9,122,4.8,0.08,0.7
deft,4,199,5.29,0.39,1.32
deftness,8,6,1.79,0.02,0.3
defunct,7,1556,7.35,0.33,1.26
defuse,6,236,5.46,0.75,1.59
defy,4,1119,7.02,3.1,2.2
defying,7,260,5.56,0.69,1.56
Degas,5,101,4.62,0.75,1.59
degassed,8,9,2.2,NULL,NULL
degenerate,10,1032,6.94,1.82,1.97
degenerated,11,441,6.09,0.37,1.3
degeneration,12,382,5.95,0.39,1.32
degenerative,12,291,5.67,0.24,1.11
degradation,11,1827,7.51,0.76,1.6
degrade,7,1194,7.09,0.67,1.54
degraded,8,927,6.83,0.9,1.67
degrading,9,1064,6.97,1.71,1.94
degree,6,42088,10.65,14.88,2.88
degrees,7,18124,9.8,18,2.96
dehorn,6,3,1.1,NULL,NULL
dehumanization,14,95,4.55,0.1,0.78
dehumanize,10,119,4.78,NULL,NULL
dehumidified,12,4,1.39,NULL,NULL
dehydrate,9,69,4.23,0.12,0.85
dehydrated,10,348,5.85,1.82,1.97
dehydration,11,441,6.09,0.78,1.61
deification,11,64,4.16,NULL,NULL
deify,5,52,3.95,0.02,0.3
deigned,7,48,3.87,0.06,0.6
deism,5,67,4.2,NULL,NULL
deities,7,1087,6.99,0.2,1.04
deity,5,2212,7.7,0.55,1.46
deject,6,2,0.69,0.02,0.3
dejected,8,117,4.76,0.22,1.08
dejectedly,10,53,3.97,NULL,NULL
dejection,9,49,3.89,NULL,NULL
Delaware,8,3691,8.21,1.84,1.98
delay,5,13068,9.48,11.02,2.75
delayed,7,4977,8.51,5.37,2.44
delays,6,3778,8.24,1.63,1.92
delectable,10,196,5.28,0.37,1.3
delegate,8,1540,7.34,1.43,1.87
delegated,9,698,6.55,0.18,1
delegates,9,2897,7.97,1.71,1.94
delegating,10,115,4.74,0.08,0.7
delegation,10,3025,8.01,1.37,1.85
delegations,11,432,6.07,0.08,0.7
delete,6,18824,9.84,1.76,1.96
deleterious,11,348,5.85,0.18,1
deletion,8,958,6.86,0.12,0.85
Delhi,5,2877,7.96,0.73,1.58
deliberate,10,3342,8.11,2.84,2.16
deliberately,12,5471,8.61,6.25,2.51
deliberation,12,351,5.86,0.39,1.32
deliberations,13,292,5.68,0.45,1.38
delicacies,10,78,4.36,0.25,1.15
delicacy,8,248,5.51,1.39,1.86
delicate,8,2797,7.94,9.51,2.69
delicately,10,395,5.98,0.94,1.69
delicatessen,12,79,4.37,0.8,1.62
delicious,9,2481,7.82,21.53,3.04
deliciously,11,261,5.56,0.35,1.28
delight,7,3207,8.07,5.65,2.46
delighted,9,2284,7.73,12.94,2.82
delightful,10,1704,7.44,9.2,2.67
delightfully,12,328,5.79,0.55,1.46
delighting,10,74,4.3,0.1,0.78
delights,8,639,6.46,0.73,1.58
delimit,7,114,4.74,NULL,NULL
delimits,8,15,2.71,NULL,NULL
delineaments,12,0,0,NULL,NULL
delineate,9,167,5.12,0.02,0.3
delineated,10,273,5.61,0.04,0.48
delineating,11,79,4.37,0.02,0.3
delineation,11,133,4.89,0.02,0.3
delinquency,11,238,5.47,0.45,1.38
delinquent,10,344,5.84,1.39,1.86
delinquents,11,107,4.67,1.16,1.78
delirious,9,259,5.56,2.65,2.13
delirium,8,435,6.08,0.71,1.57
deliver,7,9864,9.2,28.35,3.16
deliverance,11,1020,6.93,0.59,1.49
delivered,9,11493,9.35,16.14,2.92
delivering,10,3261,8.09,4.76,2.39
delivers,8,1982,7.59,2.02,2.02
delivery,8,17823,9.79,19.94,3.01
deliveryman,11,15,2.71,0.14,0.9
dell,4,6060,8.71,2.43,2.1
dells,5,126,4.84,0.14,0.9
delouse,7,3,1.1,0.08,0.7
deloused,8,10,2.3,0.1,0.78
Delphi,6,10226,9.23,NULL,NULL
Delphic,7,224,5.41,NULL,NULL
delta,5,7338,8.9,8.33,2.63
deltas,6,492,6.2,0.12,0.85
deltoid,7,45,3.81,0.12,0.85
deltoids,8,59,4.08,0.14,0.9
delude,6,305,5.72,0.43,1.36
deluded,7,1078,6.98,1.22,1.8
deluding,8,232,5.45,0.2,1.04
deluge,6,718,6.58,0.39,1.32
deluged,7,210,5.35,0.1,0.78
delusion,8,2503,7.83,2.71,2.14
delusory,8,29,3.37,NULL,NULL
deluxe,6,4709,8.46,1.92,2
delve,5,612,6.42,0.27,1.18
delving,7,284,5.65,0.16,0.95
demagnetize,11,16,2.77,0.08,0.7
demagnification,15,0,0,NULL,NULL
demagogue,9,581,6.36,0.06,0.6
demagogy,8,67,4.2,NULL,NULL
demand,6,25807,10.16,17.12,2.94
demanded,8,3829,8.25,2.76,2.15
demander,8,146,4.98,0.02,0.3
demanding,9,5487,8.61,4.25,2.34
demandingly,11,7,1.95,NULL,NULL
demands,7,8414,9.04,9.71,2.7
demarcate,9,30,3.4,NULL,NULL
demarcated,10,63,4.14,0.02,0.3
demarcation,11,287,5.66,0.1,0.78
demean,6,307,5.73,0.35,1.28
demeanor,8,668,6.5,1.06,1.74
demeans,7,62,4.13,0.12,0.85
dement,6,76,4.33,0.02,0.3
demented,8,826,6.72,1.78,1.96
demerit,7,39,3.66,0.2,1.04
demigod,7,174,5.16,0.1,0.78
demilitarize,12,13,2.56,NULL,NULL
demineralization,16,9,2.2,0.02,0.3
demise,6,2332,7.75,1.71,1.94
demo,4,24690,10.11,3.29,2.23
democracies,11,747,6.62,0.18,1
democracy,9,16987,9.74,6.61,2.53
demobilization,14,18,2.89,0.02,0.3
demobilize,10,5,1.61,NULL,NULL
Democrat,8,4989,8.51,1.69,1.94
democratic,10,14820,9.6,3.55,2.26
democratization,15,257,5.55,NULL,NULL
democratize,11,40,3.69,0.02,0.3
Democrats,9,9343,9.14,1.33,1.84
demographer,11,17,2.83,NULL,NULL
demographic,11,1232,7.12,0.86,1.65
demography,10,126,4.84,NULL,NULL
demolish,8,406,6.01,0.53,1.45
demolished,10,592,6.38,0.94,1.69
demolition,10,2249,7.72,2.82,2.16
demon,5,8977,9.1,31.24,3.2
demoniac,8,26,3.26,0.02,0.3
demonic,7,13300,9.5,3.02,2.19
demons,6,3414,8.14,13.39,2.84
demon's,7,200,5.3,NULL,NULL
demure,6,142,4.96,0.39,1.32
demystify,9,47,3.85,0.06,0.6
demonstrable,12,385,5.95,0.1,0.78
demonstrably,12,532,6.28,0.04,0.48
demonstrate,11,9563,9.17,4.67,2.38
demonstrated,12,10264,9.24,1.41,1.86
demonstrates,12,3737,8.23,0.55,1.46
demonstrating,13,2468,7.81,1.18,1.79
demonstration,13,6287,8.75,7.18,2.56
demonstrations,14,3169,8.06,1.29,1.83
demonstrative,13,85,4.44,0.35,1.28
demonstratives,14,9,2.2,NULL,NULL
demonstrator,12,190,5.25,0.16,0.95
demonstrators,13,745,6.61,0.59,1.49
demoralization,14,48,3.87,0.02,0.3
demoralize,10,64,4.16,0.06,0.6
demoralized,11,125,4.83,0.18,1
demoralizes,11,6,1.79,0.06,0.6
demoralizing,12,72,4.28,0.27,1.18
demote,6,54,3.99,0.04,0.48
demoted,7,147,4.99,0.75,1.59
demotion,8,463,6.14,0.31,1.23
demythologize,13,4,1.39,NULL,NULL
demythologized,14,3,1.1,NULL,NULL
demythologizing,15,8,2.08,NULL,NULL
den,3,18869,9.85,6.12,2.5
denationalize,13,1,0,NULL,NULL
denatured,9,113,4.73,0.08,0.7
denial,6,5104,8.54,5.25,2.43
denials,7,520,6.25,0.29,1.2
denied,6,10637,9.27,11.45,2.77
denier,6,158,5.06,NULL,NULL
denies,6,2469,7.81,1.88,1.99
denigrate,9,446,6.1,0.25,1.15
denigration,11,106,4.66,0.02,0.3
denim,5,581,6.36,0.65,1.53
denizen,7,580,6.36,0.04,0.48
Denmark,7,5845,8.67,1.29,1.83
Dennis,6,16842,9.73,16.75,2.93
Denny's,7,368,5.91,NULL,NULL
denominate,10,3,1.1,NULL,NULL
denominated,11,185,5.22,0.04,0.48
denominations,13,854,6.75,0.2,1.04
denomination,12,816,6.7,0.35,1.28
denominational,14,165,5.11,0.02,0.3
denominationally,16,0,0,NULL,NULL
denomination's,14,6,1.79,NULL,NULL
denominator,11,1127,7.03,0.55,1.46
denominators,12,62,4.13,0.04,0.48
denotation,10,37,3.61,NULL,NULL
denote,6,979,6.89,0.08,0.7
denoted,7,733,6.6,0.02,0.3
denotes,7,1181,7.07,0.16,0.95
denoting,8,292,5.68,0.02,0.3
denounce,8,889,6.79,0.86,1.65
denounced,9,907,6.81,0.59,1.49
denounces,9,154,5.04,0.04,0.48
denouncing,10,453,6.12,0.27,1.18
dens,4,115,4.74,0.29,1.2
dense,5,3021,8.01,2.12,2.04
densest,7,54,3.99,0.06,0.6
densities,9,543,6.3,0.1,0.78
densitometry,12,30,3.4,NULL,NULL
density,7,7424,8.91,1.43,1.87
dent,4,2465,7.81,3.53,2.26
dental,6,5573,8.63,6.18,2.5
dented,6,557,6.32,0.75,1.59
denting,7,63,4.14,0.14,0.9
dentist,7,1485,7.3,11.2,2.76
dentistry,9,460,6.13,0.37,1.3
dentists,8,677,6.52,1.04,1.73
dentist's,9,137,4.92,NULL,NULL
denture,7,36,3.58,0.2,1.04
dentures,8,192,5.26,0.63,1.52
denunciate,10,0,0,NULL,NULL
denunciation,12,204,5.32,NULL,NULL
denunciations,13,138,4.93,0.04,0.48
Denver,6,9443,9.15,8.25,2.63
Denver's,8,123,4.81,NULL,NULL
deny,4,13082,9.48,21.39,3.04
denying,7,4085,8.32,4.04,2.32
deodorant,9,177,5.18,1.61,1.92
deodorize,9,5,1.61,0.04,0.48
depart,6,1492,7.31,2.14,2.04
departed,8,1061,6.97,2.71,2.14
departing,9,790,6.67,1.55,1.9
department,10,71480,11.18,63.84,3.51
departmental,12,1139,7.04,0.82,1.63
departments,11,5882,8.68,1.65,1.93
department's,12,914,6.82,NULL,NULL
departs,7,377,5.93,0.43,1.36
departure,9,3732,8.22,5.39,2.44
departures,10,320,5.77,0.31,1.23
depend,6,10358,9.25,9.88,2.7
dependable,10,1021,6.93,1.67,1.93
dependant,9,1469,7.29,0.14,0.9
depended,8,1132,7.03,1.73,1.95
dependence,10,1603,7.38,0.41,1.34
dependency,10,1707,7.44,0.51,1.43
dependent,9,9014,9.11,2.24,2.06
dependents,10,654,6.48,0.22,1.08
depending,9,28391,10.25,6,2.49
depends,7,29987,10.31,28.57,3.16
depict,6,707,6.56,0.53,1.45
depicted,8,1626,7.39,0.41,1.34
depicting,9,761,6.63,0.37,1.3
depersonalized,14,23,3.14,0.02,0.3
depersonalization,17,223,5.41,NULL,NULL
depiction,9,718,6.58,0.31,1.23
depilatory,10,18,2.89,0.16,0.95
deplane,7,8,2.08,0.04,0.48
deplete,7,239,5.48,0.14,0.9
depletion,9,1501,7.31,0.25,1.15
deplorable,10,324,5.78,0.92,1.68
deplorably,10,11,2.4,0.02,0.3
deplore,7,369,5.91,0.24,1.11
deplored,8,85,4.44,NULL,NULL
deplores,8,60,4.09,0.04,0.48
deploy,6,1478,7.3,2.65,2.13
deployed,8,1690,7.43,1.73,1.95
deploying,9,536,6.28,0.43,1.36
deployment,10,2729,7.91,1.25,1.81
depopulate,10,9,2.2,0.06,0.6
deprecate,9,49,3.89,0.04,0.48
deprecation,11,22,3.09,NULL,NULL
depredations,12,79,4.37,0.02,0.3
depress,7,464,6.14,0.71,1.57
depopulation,12,25,3.22,0.02,0.3
deport,6,261,5.56,0.78,1.61
deportation,11,656,6.49,0.78,1.61
deportee,8,13,2.56,NULL,NULL
deportees,9,88,4.48,0.02,0.3
deportment,10,30,3.4,0.24,1.11
depose,6,95,4.55,0.41,1.34
deposit,7,4355,8.38,10.8,2.74
deposited,9,1247,7.13,1.41,1.86
deposition,10,763,6.64,3,2.19
depositions,11,245,5.5,0.78,1.61
depositor,9,31,3.43,0.1,0.78
depositors,10,245,5.5,0.37,1.3
depository,10,907,6.81,0.98,1.71
deposits,8,2010,7.61,1.98,2.01
depot,5,1453,7.28,2.94,2.18
depots,6,112,4.72,0.27,1.18
deprave,7,20,3,0.06,0.6
depraved,8,474,6.16,1.27,1.82
depravities,11,8,2.08,0.04,0.48
depravity,9,306,5.72,0.67,1.54
depravation,11,48,3.87,0.06,0.6
deprecatory,11,13,2.56,NULL,NULL
depreciate,10,93,4.53,0.16,0.95
depreciation,12,681,6.52,0.35,1.28
depreciatory,12,0,0,NULL,NULL
depressants,11,94,4.54,0.04,0.48
depressed,9,4194,8.34,16.27,2.92
depresses,9,107,4.67,0.25,1.15
depressing,10,1976,7.59,6.35,2.51
depressingly,12,79,4.37,0.08,0.7
depression,10,7691,8.95,7.96,2.61
depressions,11,433,6.07,0.14,0.9
depressive,10,562,6.33,0.43,1.36
depressors,10,13,2.56,0.22,1.08
deprivation,11,1095,7,0.78,1.61
deprivations,12,66,4.19,0.04,0.48
deprive,7,1086,6.99,1.31,1.83
deprived,8,2050,7.63,1.94,2
depriving,9,531,6.27,0.55,1.46
depth,5,12604,9.44,8.25,2.63
depths,6,2539,7.84,3.1,2.2
deputies,8,1056,6.96,2.33,2.08
deputize,8,10,2.3,0.35,1.28
deputized,9,27,3.3,0.14,0.9
deputy,6,4799,8.48,15.65,2.9
deputy's,8,6,1.79,NULL,NULL
derail,6,271,5.6,0.57,1.48
derailment,10,84,4.43,0.22,1.08
derails,7,17,2.83,0.1,0.78
derange,7,24,3.18,NULL,NULL
deranged,8,787,6.67,2.25,2.06
derangement,11,55,4.01,0.14,0.9
derby,5,1372,7.22,2.2,2.05
derelict,8,179,5.19,0.78,1.61
dereliction,11,51,3.93,0.25,1.15
derelicts,9,62,4.13,0.49,1.42
deride,6,172,5.15,0.1,0.78
derision,8,383,5.95,0.16,0.95
derisive,8,148,5,0.04,0.48
derisory,8,13,2.56,NULL,NULL
derivation,10,880,6.78,0.25,1.15
derisively,10,63,4.14,NULL,NULL
derivations,11,156,5.05,NULL,NULL
derivative,10,2933,7.98,0.76,1.6
derive,6,2748,7.92,0.69,1.56
derived,7,11303,9.33,1.04,1.73
derives,7,1503,7.32,0.27,1.18
deriving,8,582,6.37,0.02,0.3
dermatitis,10,168,5.12,0.08,0.7
dermatologist,13,244,5.5,0.55,1.46
dermatology,11,183,5.21,0.18,1
derogate,8,11,2.4,NULL,NULL
derogatory,10,1840,7.52,0.61,1.51
derriere,8,128,4.85,0.33,1.26
dervish,7,2367,7.77,0.27,1.18
dervishes,9,100,4.61,0.06,0.6
desalinate,10,8,2.08,NULL,NULL
desalinize,10,0,0,NULL,NULL
Descartes,9,717,6.58,0.2,1.04
dangling,8,1103,7.01,1.29,1.83
Daniel,6,28297,10.25,21.88,3.05
Danish,6,2232,7.71,2.18,2.05
dank,4,594,6.39,0.55,1.46
Danny,5,7311,8.9,81.33,3.62
Dante,5,1030,6.94,5.16,2.42
Dante's,7,167,5.12,NULL,NULL
Danube,6,363,5.89,0.61,1.51
Danubian,8,9,2.2,NULL,NULL
Daphne,6,478,6.17,17.49,2.95
dapper,6,47,3.85,0.55,1.46
dapple,6,22,3.09,NULL,NULL
dappled,7,59,4.08,0.04,0.48
dare,4,8885,9.09,55.41,3.45
dared,5,1222,7.11,4.47,2.36
daredevil,9,2795,7.94,0.65,1.53
dares,5,677,6.52,2.41,2.09
daresay,7,266,5.58,0.49,1.42
daring,6,1510,7.32,4.2,2.33
dark,4,71249,11.17,88.61,3.66
darken,6,270,5.6,0.39,1.32
darkened,8,716,6.57,0.78,1.61
darkening,9,250,5.52,0.2,1.04
darker,6,2698,7.9,2.75,2.15
darkest,7,792,6.67,2.82,2.16
darkhaired,10,6,1.79,NULL,NULL
darkly,6,348,5.85,0.14,0.9
darkness,8,12621,9.44,17.49,2.95
darkroom,8,652,6.48,0.86,1.65
Darlene,7,429,6.06,NULL,NULL
darling,7,2416,7.79,129.67,3.82
darling's,9,9,2.2,NULL,NULL
darn,4,4516,8.42,13.9,2.85
darned,6,1031,6.94,2.22,2.06
darning,7,51,3.93,0.1,0.78
dart,4,1653,7.41,1.92,2
dartboard,9,47,3.85,0.12,0.85
darted,6,236,5.46,0.04,0.48
darting,7,196,5.28,0.22,1.08
Dartmouth,9,1899,7.55,NULL,NULL
Darwin,6,2541,7.84,2.33,2.08
Darwinism,9,407,6.01,0.31,1.23
Darwin's,8,333,5.81,NULL,NULL
dash,4,3424,8.14,6.04,2.49
dashboard,9,478,6.17,0.98,1.71
dashed,6,589,6.38,0.9,1.67
dashes,6,441,6.09,0.2,1.04
dashing,7,582,6.37,2.25,2.06
data,4,203945,12.23,25.61,3.12
date,4,136274,11.82,141.53,3.86
dated,5,9492,9.16,11.73,2.78
dateline,8,567,6.34,0.33,1.26
dates,5,18208,9.81,18.25,2.97
dating,6,5729,8.65,33.12,3.23
datum,5,669,6.51,NULL,NULL
daub,4,88,4.48,0.08,0.7
daubed,6,17,2.83,NULL,NULL
daughter,8,19485,9.88,171.35,3.94
daughters,9,3717,8.22,9.98,2.71
daughter's,10,1465,7.29,NULL,NULL
daunt,5,12,2.48,0.04,0.48
daunted,7,96,4.56,0.08,0.7
daunting,8,657,6.49,0.31,1.23
dauntless,9,82,4.41,0.14,0.9
dauphin,7,324,5.78,0.47,1.4
Dave,4,61964,11.03,43.12,3.34
Davenport,9,1084,6.99,3.53,2.26
Dave's,6,1908,7.55,NULL,NULL
David,5,139179,11.84,101.88,3.72
David's,7,1444,7.28,NULL,NULL
dawdle,6,40,3.69,0.59,1.49
dawn,4,8283,9.02,25.51,3.11
dawning,7,251,5.53,0.75,1.59
dawns,5,171,5.14,0.53,1.45
day,3,239111,12.38,801.82,4.61
daybed,6,8,2.08,0.02,0.3
daybreak,8,125,4.83,1.37,1.85
daydream,8,343,5.84,0.96,1.7
daydreamed,10,19,2.94,0.06,0.6
daydreaming,11,237,5.47,1.1,1.76
daylight,8,2085,7.64,9.57,2.69
daylight's,10,1,0,NULL,NULL
dayroom,7,7,1.95,NULL,NULL
